2941711	958.0	544.4	2506.0
2941712	958.5	543.5	2506.0
2941713	958.4	543.5	2504.0
2941714	958.5	544.9	2505.0
2941715	957.9	545.0	2505.0
2941716	957.8	542.2	2506.0
2941717	957.8	542.2	2506.0
2941718	957.7	545.4	2505.0
2941719	957.2	545.5	2505.0
2941720	956.2	543.9	2507.0
2941721	956.5	543.9	2508.0
2941722	956.8	544.3	2506.0
2941723	956.6	544.4	2506.0
2941724	956.6	544.4	2506.0
2941725	956.0	543.2	2506.0
2941726	956.0	543.2	2506.0
2941727	956.2	543.7	2509.0
2941728	955.8	542.9	2509.0
2941729	955.8	542.9	2509.0
2941730	958.2	544.1	2509.0
2941731	958.2	544.1	2509.0
2941732	957.9	544.6	2509.0
2941733	957.9	544.6	2508.0
2941734	957.9	545.2	2508.0
2941735	956.6	545.5	2508.0
2941736	956.5	544.6	2508.0
2941737	956.0	544.1	2506.0
2941738	955.2	544.4	2507.0
2941739	955.2	544.4	2508.0
2941740	955.1	542.0	2509.0
2941741	955.1	542.0	2509.0
2941742	955.7	541.2	2504.0
2941743	956.1	541.1	2504.0
2941744	956.1	540.6	2505.0
2941745	956.0	540.6	2506.0
2941746	955.9	540.4	2507.0
2941747	955.7	540.4	2507.0
2941748	955.9	543.1	2507.0
2941749	955.9	543.1	2507.0
2941750	955.9	544.2	2507.0
2941751	955.7	544.2	2507.0
2941752	955.4	541.9	2506.0
2941753	955.4	541.9	2505.0
2941754	955.1	543.3	2505.0
2941755	954.1	543.5	2506.0
2941756	954.6	544.4	2506.0
2941757	954.8	544.4	2507.0
2941758	954.7	543.6	2507.0
2941759	954.7	543.6	2507.0
2941760	954.1	544.2	2511.0
2941761	954.2	544.7	2511.0
2941762	954.1	544.7	2508.0
2941763	954.2	545.3	2508.0
2941764	954.0	545.3	2507.0
2941765	954.0	545.3	2507.0
2941766	954.9	545.0	2512.0
2941767	954.9	545.0	2512.0
2941768	954.8	544.2	2512.0
2941769	954.7	543.6	2512.0
2941770	954.0	543.7	2512.0
2941771	954.0	543.7	2511.0
2941772	955.2	543.5	2512.0
2941773	955.1	545.4	2512.0
2941774	954.9	545.4	2511.0
2941775	954.5	541.7	2511.0
2941776	954.8	541.6	2512.0
2941777	954.8	541.7	2513.0
2941778	954.3	541.9	2513.0
2941779	954.5	543.2	2508.0
2941780	954.5	542.9	2508.0
2941781	954.5	542.9	2512.0
2941782	954.6	543.6	2512.0
2941783	954.5	543.0	2515.0
2941784	954.5	542.5	2515.0
2941785	954.4	543.2	2515.0
2941786	954.4	543.2	2513.0
2941787	956.0	542.9	2513.0
2941788	955.9	542.0	2512.0
2941789	956.0	541.9	2512.0
2941790	956.3	544.0	2514.0
2941791	955.5	544.2	2514.0
2941792	956.0	544.1	2511.0
2941793	955.8	542.8	2509.0
2941794	955.7	542.7	2509.0
2941795	955.7	542.8	2513.0
2941796	955.0	542.9	2512.0
2941797	955.2	543.7	2512.0
2941798	955.2	543.7	2513.0
2941799	954.9	543.2	2513.0
2941800	954.9	543.2	2513.0
2941801	957.1	544.5	2516.0
2941802	957.1	544.5	2516.0
2941803	957.1	544.5	2515.0
2941804	957.2	542.6	2515.0
2941805	957.2	542.6	2515.0
2941806	956.2	542.9	2515.0
2941807	956.0	543.4	2515.0
2941808	956.0	543.8	2516.0
2941809	956.1	545.2	2515.0
2941810	956.0	545.2	2515.0
2941811	955.9	545.2	2516.0
2941812	955.9	545.1	2516.0
2941813	955.3	543.1	2516.0
2941814	955.1	543.2	2516.0
2941815	955.3	545.0	2515.0
2941816	955.3	545.0	2512.0
2941817	955.3	545.0	2512.0
2941818	955.2	544.0	2512.0
2941819	955.1	543.0	2512.0
2941820	955.5	543.2	2515.0
2941821	955.5	543.2	2515.0
2941822	955.4	543.2	2514.0
2941823	955.3	543.4	2515.0
2941824	955.5	543.6	2516.0
2941825	955.4	543.0	2515.0
2941826	955.3	543.0	2514.0
2941827	955.4	542.9	2514.0
2941828	955.4	542.9	2515.0
2941829	956.1	542.8	2516.0
2941830	956.1	542.8	2515.0
2941831	954.5	542.1	2515.0
2941832	954.5	542.1	2518.0
2941833	954.5	543.2	2518.0
2941834	954.4	543.5	2518.0
2941835	954.4	543.5	2517.0
2941836	954.5	544.2	2516.0
2941837	954.6	544.9	2516.0
2941838	954.9	544.8	2517.0
2941839	954.9	543.1	2517.0
2941840	955.0	543.0	2516.0
2941841	955.0	543.0	2516.0
2941842	955.4	542.2	2518.0
2941843	955.4	542.2	2520.0
2941844	955.5	541.8	2520.0
2941845	955.5	541.8	2515.0
2941846	954.0	542.2	2515.0
2941847	954.1	542.8	2513.0
2941848	953.7	543.6	2513.0
2941849	953.9	544.8	2513.0
2941850	954.8	544.6	2514.0
2941851	955.1	545.0	2515.0
2941852	955.1	545.4	2516.0
2941853	953.8	545.6	2516.0
2941854	953.6	543.6	2516.0
2941855	954.4	543.4	2516.0
2941856	954.4	543.4	2516.0
2941857	954.2	542.1	2516.0
2941858	953.8	542.4	2519.0
2941859	953.3	542.8	2519.0
2941860	953.3	542.9	2519.0
2941861	953.3	542.9	2517.0
2941862	952.4	543.8	2517.0
2941863	952.4	544.5	2517.0
2941864	953.0	544.3	2517.0
2941865	953.6	544.2	2518.0
2941866	953.5	544.2	2518.0
2941867	953.3	542.6	2512.0
2941868	953.2	542.6	2512.0
2941869	953.3	544.2	2517.0
2941870	953.2	544.2	2517.0
2941871	953.1	543.2	2517.0
2941872	953.0	542.4	2518.0
2941873	952.9	541.6	2518.0
2941874	952.9	541.5	2519.0
2941875	953.0	541.4	2519.0
2941876	953.1	541.8	2519.0
2941877	953.2	541.8	2519.0
2941878	953.0	540.3	2519.0
2941879	951.3	540.7	2519.0
2941880	951.3	541.1	2521.0
2941881	951.4	541.6	2521.0
2941882	951.1	541.6	2522.0
2941883	951.1	541.6	2522.0
2941884	952.3	540.6	2520.0
2941885	952.3	540.6	2520.0
2941886	952.7	544.5	2520.0
2941887	952.7	544.5	2524.0
2941888	952.3	541.8	2524.0
2941889	952.7	541.7	2525.0
2941890	952.7	541.7	2525.0
2941891	952.3	541.7	2520.0
2941892	951.9	541.8	2520.0
2941893	952.0	542.3	2520.0
2941894	952.0	542.3	2520.0
2941895	951.1	542.5	2523.0
2941896	951.3	542.5	2523.0
2941897	951.5	541.5	2523.0
2941898	952.0	541.6	2523.0
2941899	952.4	541.8	2523.0
2941900	952.4	542.1	2523.0
2941901	952.4	542.1	2523.0
2941902	951.9	541.4	2524.0
2941903	951.9	540.9	2524.0
2941904	951.7	541.0	2522.0
2941905	951.7	541.2	2522.0
2941906	951.6	541.5	2522.0
2941907	951.6	541.9	2522.0
2941908	952.8	542.0	2522.0
2941909	952.8	542.0	2522.0
2941910	952.2	542.0	2522.0
2941911	952.2	542.1	2524.0
2941912	954.3	541.7	2524.0
2941913	954.3	541.7	2525.0
2941914	954.4	541.5	2525.0
2941915	954.4	541.4	2522.0
2941916	953.2	541.6	2525.0
2941917	953.2	541.3	2525.0
2941918	953.1	541.3	2524.0
2941919	953.3	543.1	2521.0
2941920	953.3	543.1	2521.0
2941921	953.3	543.1	2522.0
2941922	953.0	543.0	2523.0
2941923	953.0	543.0	2523.0
2941924	952.6	543.3	2525.0
2941925	952.6	543.3	2524.0
2941926	952.1	541.0	2523.0
2941927	952.1	541.0	2522.0
2941928	953.4	541.4	2522.0
2941929	953.2	541.4	2522.0
2941930	953.2	541.8	2523.0
2941931	953.8	542.0	2525.0
2941932	953.5	542.2	2523.0
2941933	953.2	542.3	2522.0
2941934	953.1	541.4	2522.0
2941935	953.9	541.2	2527.0
2941936	954.5	544.2	2526.0
2941937	954.4	543.7	2525.0
2941938	954.4	543.2	2525.0
2941939	954.4	543.1	2525.0
2941940	953.0	543.3	2525.0
2941941	953.0	543.3	2527.0
2941942	953.3	543.3	2526.0
2941943	953.8	544.5	2526.0
2941944	954.0	544.5	2523.0
2941945	954.2	544.5	2523.0
